,Unnamed: 0,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,address,city
4975,4975,44.0,2636.0,725.0,2182.0,651.0,1.432,124000.0,<1H OCEAN,"382, West 47th Place, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4976,4976,48.0,1514.0,376.0,1353.0,344.0,2.1607,96100.0,<1H OCEAN,"382, West 47th Place, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4977,4977,44.0,1753.0,387.0,1165.0,380.0,2.1354,105800.0,<1H OCEAN,"933, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4978,4978,41.0,1807.0,493.0,1731.0,471.0,1.2347,111700.0,<1H OCEAN,"933, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4979,4979,52.0,1319.0,295.0,898.0,271.0,2.7727,128600.0,<1H OCEAN,"933, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4980,4980,40.0,1131.0,281.0,859.0,230.0,1.1806,134600.0,<1H OCEAN,"Normandie & 48th, South Normandie Avenue, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4981,4981,52.0,1420.0,355.0,1080.0,353.0,1.5179,116100.0,<1H OCEAN,"Normandie & 48th, South Normandie Avenue, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4982,4982,52.0,2579.0,494.0,1558.0,458.0,2.0809,109600.0,<1H OCEAN,"933, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4983,4983,52.0,1686.0,377.0,982.0,356.0,2.0958,116400.0,<1H OCEAN,"Normandie & 48th, South Normandie Avenue, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4984,4984,52.0,1296.0,246.0,853.0,238.0,3.05,111600.0,<1H OCEAN,"Normandie & 48th, South Normandie Avenue, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4985,4985,52.0,1542.0,309.0,939.0,276.0,1.6892,129100.0,<1H OCEAN,"1744, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4986,4986,52.0,1718.0,354.0,1026.0,312.0,2.0,128000.0,<1H OCEAN,"Normandie & 48th, South Normandie Avenue, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4987,4987,52.0,1630.0,379.0,1413.0,405.0,1.933,120000.0,<1H OCEAN,"1744, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4988,4988,52.0,2709.0,642.0,1751.0,613.0,2.1116,122500.0,<1H OCEAN,"1744, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4989,4989,47.0,1551.0,362.0,1329.0,322.0,1.9792,116400.0,<1H OCEAN,"1744, West 48th Street, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4990,4990,48.0,2235.0,433.0,1363.0,433.0,1.6559,101400.0,<1H OCEAN,"5752, South Manhattan Place, Harvard Park, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4991,4991,47.0,1525.0,359.0,982.0,333.0,2.0915,126600.0,<1H OCEAN,"5752, South Manhattan Place, Harvard Park, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4992,4992,45.0,1489.0,339.0,791.0,316.0,2.2339,104800.0,<1H OCEAN,"5752, South Manhattan Place, Harvard Park, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4993,4993,44.0,1703.0,358.0,789.0,249.0,1.7083,100000.0,<1H OCEAN,"5752, South Manhattan Place, Harvard Park, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
4994,4994,46.0,2608.0,636.0,1766.0,596.0,1.5846,114800.0,<1H OCEAN,"935, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4995,4995,47.0,2637.0,588.0,1903.0,521.0,1.8317,96500.0,<1H OCEAN,"1397, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4996,4996,47.0,2212.0,533.0,1903.0,554.0,1.9853,101100.0,<1H OCEAN,"1397, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4997,4997,46.0,2577.0,703.0,2446.0,687.0,1.275,98300.0,<1H OCEAN,"5775, South Grand Avenue, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4998,4998,46.0,2198.0,530.0,2067.0,497.0,2.0542,103400.0,<1H OCEAN,"935, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
4999,4999,52.0,1283.0,342.0,1363.0,329.0,2.5848,101900.0,<1H OCEAN,"5775, South Grand Avenue, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5000,5000,49.0,2174.0,481.0,1861.0,484.0,1.7159,95000.0,<1H OCEAN,"5775, South Grand Avenue, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5001,5001,46.0,1211.0,321.0,1153.0,282.0,1.7849,99300.0,<1H OCEAN,"5775, South Grand Avenue, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5002,5002,52.0,3104.0,645.0,1498.0,581.0,2.6667,128000.0,<1H OCEAN,"4122, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5003,5003,50.0,1655.0,256.0,672.0,260.0,4.2554,194300.0,<1H OCEAN,"3710, 3rd Avenue, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States",['Los Angeles']
5004,5004,48.0,1949.0,308.0,823.0,340.0,3.3906,189700.0,<1H OCEAN,"3710, 3rd Avenue, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States",['Los Angeles']
5005,5005,50.0,1842.0,377.0,817.0,341.0,3.1548,157700.0,<1H OCEAN,"4122, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5006,5006,47.0,1745.0,371.0,1079.0,368.0,2.4022,123400.0,<1H OCEAN,"4122, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5007,5007,46.0,2223.0,361.0,968.0,373.0,4.26,182600.0,<1H OCEAN,"3708, Degnan Boulevard, Leimert Park, Los Angeles, Los Angeles County, California, 90018, United States",['Los Angeles']
5008,5008,47.0,1320.0,259.0,653.0,291.0,3.7727,193000.0,<1H OCEAN,"3348, West 41st Street, Leimert Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5009,5009,42.0,2043.0,378.0,869.0,416.0,3.5,181100.0,<1H OCEAN,"3708, Degnan Boulevard, Leimert Park, Los Angeles, Los Angeles County, California, 90018, United States",['Los Angeles']
5010,5010,44.0,4032.0,913.0,1622.0,848.0,2.4934,165800.0,<1H OCEAN,"4122, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5011,5011,43.0,2227.0,564.0,956.0,472.0,2.0217,187500.0,<1H OCEAN,"3348, West 41st Street, Leimert Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5012,5012,44.0,1762.0,463.0,786.0,445.0,1.9231,188500.0,<1H OCEAN,"3348, West 41st Street, Leimert Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5013,5013,44.0,2182.0,492.0,878.0,493.0,1.9631,181300.0,<1H OCEAN,"3348, West 41st Street, Leimert Park, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5014,5014,50.0,3250.0,693.0,2300.0,675.0,1.95,112600.0,<1H OCEAN,"West 48th Street, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5015,5015,50.0,2189.0,460.0,1097.0,469.0,2.4583,120900.0,<1H OCEAN,"West 48th Street, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5016,5016,47.0,1671.0,388.0,895.0,317.0,2.2054,121500.0,<1H OCEAN,"West 48th Street, Leimert Park Village, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5017,5017,47.0,825.0,187.0,416.0,173.0,2.3333,133300.0,<1H OCEAN,"West 48th Street, Leimert Park Village, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5018,5018,24.0,873.0,320.0,529.0,308.0,0.9304,151600.0,<1H OCEAN,"West 48th Street, Leimert Park Village, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5019,5019,43.0,2028.0,479.0,1074.0,394.0,2.5909,98700.0,<1H OCEAN,"5750, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5020,5020,49.0,1407.0,269.0,889.0,283.0,1.9779,114200.0,<1H OCEAN,"5750, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5021,5021,44.0,1918.0,387.0,1041.0,364.0,2.8542,126500.0,<1H OCEAN,"Crenshaw Boulevard, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5022,5022,46.0,1582.0,315.0,777.0,286.0,3.2083,149600.0,<1H OCEAN,"Crenshaw Boulevard, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5023,5023,48.0,2009.0,335.0,919.0,297.0,4.8125,170500.0,<1H OCEAN,"5761, South Rimpau Boulevard, View Park-Windsor Hills, Los Angeles County, California, 90043, United States","['Los Angeles', 'Windsor']"
5024,5024,48.0,1260.0,284.0,791.0,280.0,2.1875,115200.0,<1H OCEAN,"5750, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5025,5025,43.0,1257.0,232.0,735.0,232.0,3.7167,108900.0,<1H OCEAN,"5750, 3rd Avenue, Chesterfield Square, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5026,5026,43.0,2224.0,550.0,1598.0,545.0,2.8274,122500.0,<1H OCEAN,"Crenshaw Boulevard, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5027,5027,46.0,1217.0,322.0,662.0,305.0,3.1731,140300.0,<1H OCEAN,"5761, South Rimpau Boulevard, View Park-Windsor Hills, Los Angeles County, California, 90043, United States","['Los Angeles', 'Windsor']"
5028,5028,47.0,949.0,210.0,574.0,217.0,2.175,114700.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5029,5029,40.0,1298.0,277.0,791.0,255.0,3.2344,104300.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5030,5030,47.0,1528.0,331.0,864.0,308.0,1.9732,101000.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5031,5031,46.0,1611.0,339.0,921.0,314.0,3.0833,103300.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5032,5032,28.0,3889.0,1199.0,3121.0,1046.0,1.8806,113900.0,<1H OCEAN,"3379, West 66th Street, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5033,5033,32.0,1784.0,489.0,1472.0,476.0,1.6477,108900.0,<1H OCEAN,"3379, West 66th Street, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5034,5034,38.0,3063.0,796.0,2153.0,721.0,1.8472,149100.0,<1H OCEAN,"3379, West 66th Street, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5035,5035,48.0,2225.0,433.0,1170.0,401.0,2.9643,140400.0,<1H OCEAN,"5761, South Rimpau Boulevard, View Park-Windsor Hills, Los Angeles County, California, 90043, United States","['Los Angeles', 'Windsor']"
5036,5036,46.0,2126.0,409.0,1292.0,414.0,2.9315,149000.0,<1H OCEAN,"1050, East Brett Street, Inglewood, Los Angeles County, California, 90302, United States","['Inglewood', 'Los Angeles']"
5037,5037,47.0,2183.0,380.0,927.0,371.0,4.9531,180100.0,<1H OCEAN,"5619, Harcross Drive, Windsor Hills, View Park-Windsor Hills, Los Angeles County, California, 90043, United States","['Los Angeles', 'Windsor']"
5038,5038,47.0,2512.0,461.0,1082.0,426.0,3.8235,207600.0,<1H OCEAN,"1298, Buckler Avenue, Inglewood, Los Angeles County, California, 90302, United States","['Inglewood', 'Los Angeles']"
5039,5039,34.0,397.0,132.0,250.0,121.0,1.675,166700.0,<1H OCEAN,"5761, South Rimpau Boulevard, View Park-Windsor Hills, Los Angeles County, California, 90043, United States","['Los Angeles', 'Windsor']"
5040,5040,44.0,1448.0,314.0,861.0,310.0,2.2396,108600.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5041,5041,52.0,1778.0,320.0,795.0,279.0,3.5114,138800.0,<1H OCEAN,"2401, West 77th Street, Inglewood, Los Angeles County, California, 90305, United States","['Inglewood', 'Los Angeles']"
5042,5042,49.0,1412.0,333.0,901.0,328.0,1.7067,118600.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5043,5043,30.0,3112.0,931.0,2739.0,841.0,1.6531,118500.0,<1H OCEAN,"3379, West 66th Street, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5044,5044,44.0,2526.0,579.0,1423.0,573.0,2.5363,158800.0,<1H OCEAN,"3327, West 77th Street, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5045,5045,47.0,1830.0,369.0,922.0,377.0,4.1635,156400.0,<1H OCEAN,"3327, West 77th Street, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5046,5046,46.0,3745.0,798.0,1502.0,808.0,3.8643,195800.0,<1H OCEAN,"Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States",['Los Angeles']
5047,5047,33.0,3140.0,466.0,1214.0,464.0,6.5044,350400.0,<1H OCEAN,"4066, Mantova Drive, Baldwin Hills, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5048,5048,33.0,2263.0,430.0,900.0,382.0,4.4028,246800.0,<1H OCEAN,"5728, Bowcroft Street, Sentous, Los Angeles, Los Angeles County, California, 90016, United States",['Los Angeles']
5049,5049,31.0,1893.0,450.0,819.0,426.0,4.3077,140600.0,<1H OCEAN,"Baldwin Hills Scenic Overlook, 6300, Hetzler Road, Culver City, Los Angeles County, California, 90232, United States","['Culver City', 'Los Angeles']"
5050,5050,11.0,1249.0,313.0,625.0,336.0,0.8702,170500.0,<1H OCEAN,"3708, Degnan Boulevard, Leimert Park, Los Angeles, Los Angeles County, California, 90018, United States",['Los Angeles']
5051,5051,35.0,1359.0,359.0,655.0,341.0,2.5568,312500.0,<1H OCEAN,"4120,4122, Marlton Avenue, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5052,5052,37.0,4291.0,1102.0,1941.0,953.0,1.7945,106300.0,<1H OCEAN,"4120,4122, Marlton Avenue, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5053,5053,38.0,2318.0,735.0,1407.0,702.0,1.6187,266700.0,<1H OCEAN,"4120,4122, Marlton Avenue, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5054,5054,44.0,1527.0,246.0,608.0,245.0,4.0357,187800.0,<1H OCEAN,"3696, Buckingham Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States",['Los Angeles']
5055,5055,34.0,3978.0,1073.0,2725.0,1035.0,1.7622,167900.0,<1H OCEAN,"Martin Luther King Junior Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States",['Los Angeles']
5056,5056,34.0,5218.0,1576.0,3538.0,1371.0,1.5143,118800.0,<1H OCEAN,"Martin Luther King Junior Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States",['Los Angeles']
5057,5057,27.0,3358.0,1069.0,2415.0,956.0,1.4589,87500.0,<1H OCEAN,"Martin Luther King Junior Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States",['Los Angeles']
5058,5058,33.0,3246.0,601.0,1585.0,603.0,3.6629,353200.0,<1H OCEAN,"4179, Hillcrest Drive, Baldwin Hills, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5059,5059,35.0,3776.0,,1583.0,749.0,3.5486,332100.0,<1H OCEAN,"4179, Hillcrest Drive, Baldwin Hills, Los Angeles, Los Angeles County, California, 90008, United States",['Los Angeles']
5060,5060,28.0,3085.0,621.0,1162.0,558.0,3.25,301000.0,<1H OCEAN,"4219, Monteith Drive, View Park-Windsor Hills, Los Angeles County, California, 90043, United States","['Los Angeles', 'Windsor']"
5061,5061,35.0,1138.0,304.0,1128.0,311.0,1.8818,100000.0,<1H OCEAN,"5775, South Grand Avenue, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5062,5062,37.0,1971.0,513.0,1673.0,464.0,1.4625,103000.0,<1H OCEAN,"5775, South Grand Avenue, South Park, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5063,5063,39.0,979.0,235.0,857.0,236.0,2.5547,108900.0,<1H OCEAN,"935, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5064,5064,41.0,1582.0,416.0,1422.0,370.0,1.0516,108300.0,<1H OCEAN,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5065,5065,43.0,1902.0,398.0,1153.0,363.0,1.9375,112900.0,<1H OCEAN,"935, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5066,5066,44.0,1458.0,326.0,1159.0,283.0,1.1645,98200.0,<1H OCEAN,"1397, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5067,5067,43.0,1534.0,384.0,1231.0,329.0,2.5437,94500.0,<1H OCEAN,"1397, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5068,5068,44.0,1597.0,388.0,902.0,321.0,1.9556,93300.0,<1H OCEAN,"1393, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5069,5069,45.0,1701.0,452.0,1484.0,427.0,1.84,91400.0,<1H OCEAN,"1397, West 58th Street, Vermont-Slauson, Vermont Square, Los Angeles, Los Angeles County, California, 90037, United States",['Los Angeles']
5070,5070,44.0,222.0,54.0,234.0,77.0,5.1136,111700.0,<1H OCEAN,"1847, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5071,5071,49.0,857.0,196.0,694.0,228.0,2.895,108000.0,<1H OCEAN,"5752, South Manhattan Place, Harvard Park, Vermont Square, Los Angeles, Los Angeles County, California, 90062, United States",['Los Angeles']
5072,5072,52.0,1837.0,426.0,1062.0,343.0,2.0,96500.0,<1H OCEAN,"1847, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5073,5073,52.0,1607.0,331.0,900.0,295.0,3.5982,96600.0,<1H OCEAN,"1847, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5074,5074,50.0,1985.0,454.0,1090.0,410.0,1.825,106600.0,<1H OCEAN,"1847, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5075,5075,52.0,1975.0,379.0,1043.0,371.0,2.3977,112200.0,<1H OCEAN,"1847, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5076,5076,49.0,1993.0,446.0,1052.0,394.0,2.2138,119800.0,<1H OCEAN,"2501, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90043, United States",['Los Angeles']
5077,5077,44.0,2261.0,555.0,1348.0,455.0,1.9125,97200.0,<1H OCEAN,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5078,5078,48.0,1124.0,231.0,783.0,223.0,3.4444,93100.0,<1H OCEAN,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5079,5079,52.0,1371.0,315.0,986.0,277.0,2.9432,94000.0,<1H OCEAN,"1393, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5080,5080,48.0,2010.0,445.0,1208.0,404.0,1.6611,95800.0,<1H OCEAN,"1393, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5081,5081,48.0,1998.0,410.0,1176.0,382.0,3.0455,102400.0,<1H OCEAN,"1393, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5082,5082,44.0,1242.0,270.0,811.0,274.0,2.9375,95200.0,<1H OCEAN,"1393, West 65th Place, Van Ness, Hyde Park, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5083,5083,42.0,2833.0,768.0,2542.0,725.0,1.3479,100000.0,<1H OCEAN,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5084,5084,46.0,1118.0,300.0,786.0,254.0,1.4042,110000.0,<1H OCEAN,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5085,5085,39.0,1306.0,345.0,1332.0,331.0,1.9564,92200.0,<1H OCEAN,"389, West 66th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5086,5086,47.0,865.0,193.0,782.0,217.0,2.2411,93000.0,<1H OCEAN,"389, West 66th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5087,5087,45.0,1720.0,416.0,1382.0,365.0,0.9337,92300.0,<1H OCEAN,"389, West 66th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5088,5088,19.0,883.0,313.0,726.0,277.0,0.9809,121400.0,<1H OCEAN,"389, West 66th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5089,5089,30.0,1162.0,318.0,1207.0,289.0,1.223,100000.0,<1H OCEAN,"932, West 65th Street, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5090,5090,31.0,1068.0,271.0,1091.0,281.0,1.689,102600.0,<1H OCEAN,"393, West 77th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5091,5091,31.0,2017.0,566.0,2063.0,521.0,1.9219,107000.0,<1H OCEAN,"393, West 77th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5092,5092,35.0,2305.0,634.0,1978.0,568.0,1.375,100000.0,<1H OCEAN,"393, West 77th Street, Florence, Los Angeles, Los Angeles County, California, 90003, United States",['Los Angeles']
5093,5093,43.0,2660.0,672.0,2133.0,588.0,1.7734,107300.0,<1H OCEAN,"937, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5094,5094,46.0,1425.0,317.0,1140.0,304.0,3.375,98500.0,<1H OCEAN,"1390, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5095,5095,44.0,1521.0,289.0,1074.0,285.0,2.0673,99800.0,<1H OCEAN,"1390, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5096,5096,42.0,944.0,200.0,567.0,190.0,2.6311,124100.0,<1H OCEAN,"1390, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5097,5097,50.0,2270.0,451.0,1000.0,412.0,2.1221,119400.0,<1H OCEAN,"1390, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5098,5098,52.0,1595.0,325.0,823.0,302.0,3.2188,124200.0,<1H OCEAN,"1845, West 77th Street, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5099,5099,47.0,2066.0,422.0,1156.0,380.0,2.7917,125800.0,<1H OCEAN,"1845, West 77th Street, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5100,5100,52.0,1629.0,277.0,819.0,288.0,3.725,142600.0,<1H OCEAN,"1845, West 77th Street, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5101,5101,48.0,1541.0,314.0,819.0,312.0,3.0917,136100.0,<1H OCEAN,"1845, West 77th Street, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5102,5102,41.0,1353.0,286.0,751.0,250.0,2.7401,131700.0,<1H OCEAN,"1896, West 106th Street, Westmont, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5103,5103,50.0,1843.0,326.0,892.0,314.0,3.1346,120000.0,<1H OCEAN,"Normandie & 95th, South Normandie Avenue, Westmont, Los Angeles County, California, 90047, United States",['Los Angeles']
5104,5104,43.0,1823.0,358.0,1065.0,342.0,3.2708,131000.0,<1H OCEAN,"9486, South Manhattan Place, Gramercy Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5105,5105,44.0,1558.0,333.0,1095.0,316.0,4.0043,133500.0,<1H OCEAN,"9486, South Manhattan Place, Gramercy Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5106,5106,44.0,2490.0,430.0,1305.0,411.0,4.8295,149600.0,<1H OCEAN,"9486, South Manhattan Place, Gramercy Park, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5107,5107,43.0,2104.0,393.0,1132.0,394.0,3.0682,142000.0,<1H OCEAN,"1896, West 106th Street, Westmont, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5108,5108,43.0,2118.0,569.0,1266.0,500.0,1.747,121000.0,<1H OCEAN,"1845, West Manchester Avenue, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5109,5109,43.0,2149.0,493.0,1316.0,462.0,1.528,131800.0,<1H OCEAN,"1845, West Manchester Avenue, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5110,5110,46.0,1686.0,303.0,870.0,320.0,3.4643,136300.0,<1H OCEAN,"1845, West Manchester Avenue, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5111,5111,48.0,2015.0,356.0,1020.0,338.0,4.0625,138700.0,<1H OCEAN,"1845, West Manchester Avenue, Los Angeles, Los Angeles County, California, 90047, United States",['Los Angeles']
5112,5112,48.0,3139.0,587.0,1319.0,506.0,3.5208,134200.0,<1H OCEAN,"937, West 77th Street, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
5113,5113,36.0,1717.0,417.0,902.0,368.0,1.4868,113200.0,<1H OCEAN,"West Manchester Avenue, Vermont Knolls, Los Angeles, Los Angeles County, California, 90044, United States",['Los Angeles']
